shared_interests_o,field,shared_interests_partner,d_funny_o_[0-5],funny_partner,d_attractive_o_[0-5],interests_correlate,d_like_[0-5],d_shared_interests_o_[0-5],d_shared_interests_partner_[0-5],d_attractive_partner_[0-5],d_funny_partner_[0-5],d_guess_prob_liked_[0-4],attractive_o,guess_prob_liked,expected_num_matches,pref_o_shared_interests,funny_o,d_guess_prob_liked_[7-10],attractive_partner,like,pref_o_intelligence,pref_o_attractive,d_funny_o_[9-10],match
6.0,30,5.0,1,8.0,1,0.17,0,0,1,0,0,0,5.0,5.0,2.0,9.09,4.0,0,9.0,7.0,27.27,9.09,0,1
6.0,30,5.0,0,7.0,0,0.1,0,0,1,0,0,0,6.0,5.0,2.0,10.0,7.0,0,7.0,7.0,20.0,20.0,0,0
6.0,30,5.0,1,6.0,1,0.07,0,1,1,0,0,0,5.0,6.0,2.0,5.0,4.0,0,6.0,7.0,15.0,15.0,0,0
8.0,245,9.0,0,8.0,0,0.28,0,0,0,0,0,0,7.0,8.0,3.0,15.0,9.0,1,7.0,6.5,20.0,15.0,1,1
5.0,245,7.0,0,9.0,0,0.11,0,1,0,0,0,0,7.0,8.0,3.0,5.0,9.0,1,8.0,8.0,25.0,45.0,1,1
9.0,245,7.0,0,8.0,0,-0.15,0,0,0,0,0,0,9.0,7.0,3.0,0.0,9.0,1,7.0,7.0,35.0,35.0,1,0
8.0,245,10.0,0,10.0,0,-0.47,0,0,0,0,0,0,9.0,8.0,3.0,10.0,10.0,1,7.0,8.0,20.0,20.0,1,1
9.0,245,6.0,0,9.0,0,-0.13,0,0,0,1,0,0,7.0,7.0,3.0,15.0,8.0,1,5.0,7.0,25.0,20.0,0,1
9.0,245,6.0,0,6.0,0,0.46,0,0,0,0,0,0,7.0,6.0,3.0,15.0,8.0,0,6.0,6.0,20.0,10.0,0,1
6.0,245,10.0,0,9.0,0,-0.34,0,0,0,0,0,0,6.0,9.0,3.0,10.0,8.0,1,9.0,9.0,25.0,15.0,0,1
9.0,245,10.0,0,10.0,0,-0.47,0,0,0,0,0,0,8.0,8.0,3.0,9.09,9.0,1,8.0,8.0,27.27,9.09,1,1
5.0,245,6.0,0,7.0,0,-0.35,0,1,0,0,0,0,8.0,6.0,3.0,10.0,6.0,0,6.0,6.0,20.0,20.0,0,1
9.0,245,6.0,0,7.0,0,0.49,0,0,0,0,0,0,9.0,8.0,3.0,5.0,9.0,1,7.0,7.0,15.0,15.0,1,1
8.0,85,6.0,0,6.0,1,-0.36,0,0,0,0,0,0,5.0,6.0,1.0,15.0,8.0,0,6.0,6.0,20.0,15.0,0,0
8.0,85,7.0,0,7.0,0,0.39,0,0,0,0,0,0,6.0,9.0,1.0,5.0,7.0,1,6.0,6.0,25.0,45.0,0,0
7.0,85,6.0,0,5.0,0,-0.47,1,0,0,1,1,0,8.0,5.0,1.0,0.0,7.0,0,5.0,5.0,35.0,35.0,0,0
8.0,85,7.0,0,7.0,0,-0.19,0,0,0,0,0,0,8.0,7.0,1.0,10.0,10.0,1,7.0,7.0,20.0,20.0,1,0
5.0,85,5.0,0,7.0,0,-0.06,1,1,1,1,0,0,9.0,10.0,1.0,15.0,9.0,1,3.0,4.0,25.0,20.0,1,0
7.0,85,7.0,0,6.0,0,0.43,0,0,0,0,0,0,8.0,7.0,1.0,15.0,9.0,1,7.0,6.0,20.0,10.0,1,0
6.0,85,7.0,0,6.0,0,-0.16,0,0,0,0,0,0,8.0,7.0,1.0,10.0,7.0,1,7.0,7.0,25.0,15.0,0,0
8.0,85,8.0,0,9.0,0,-0.21,0,0,0,0,0,0,7.0,8.0,1.0,9.09,7.0,1,8.0,8.0,27.27,9.09,0,1
8.0,85,6.0,0,6.0,0,-0.23,0,0,0,1,0,0,7.0,6.0,1.0,10.0,8.0,0,5.0,6.0,20.0,20.0,0,0
8.0,85,6.0,0,6.0,0,0.08,0,0,0,0,0,0,9.0,7.0,1.0,5.0,10.0,1,6.0,7.0,15.0,15.0,1,0
7.0,170,7.0,0,9.0,1,-0.23,0,0,0,0,0,1,3.0,1.0,0.0,0.0,6.0,0,6.0,9.0,25.0,25.0,0,0
6.0,170,5.0,1,5.0,1,-0.3,0,1,1,1,1,1,5.0,2.0,0.0,10.0,5.0,0,5.0,7.0,10.0,30.0,0,0
2.0,170,6.0,1,8.0,1,0.46,0,1,0,0,0,1,3.0,3.0,0.0,10.0,5.0,0,8.0,9.0,20.0,20.0,0,0
2.0,170,3.0,1,4.0,1,0.43,0,1,1,1,1,1,4.0,1.0,0.0,0.0,4.0,0,5.0,6.0,30.0,25.0,0,0
7.0,170,2.0,0,5.0,0,-0.4,0,0,1,0,1,1,6.0,1.0,0.0,15.0,6.0,0,7.0,6.0,25.0,25.0,0,0
6.0,170,4.0,0,6.0,0,0.01,1,0,1,0,0,1,7.0,2.0,0.0,20.0,7.0,0,6.0,5.0,25.0,25.0,0,0
8.0,170,5.0,0,6.0,0,0.22,0,0,1,0,0,1,6.0,2.0,0.0,5.0,8.0,0,6.0,8.0,20.0,20.0,0,0
7.0,170,3.0,1,4.0,0,-0.06,1,0,1,1,1,1,9.0,1.0,0.0,5.0,5.0,0,4.0,5.0,25.0,20.0,0,0
3.0,170,3.0,1,5.0,1,-0.08,0,1,1,0,1,1,3.0,1.0,0.0,0.0,5.0,0,7.0,6.0,25.0,30.0,0,0
4.0,170,8.0,1,9.0,0,0.28,0,1,0,0,0,0,6.0,5.0,0.0,15.0,4.0,0,9.0,9.0,20.0,20.0,0,0
6.0,170,6.0,1,7.0,1,0.27,0,1,0,1,0,1,5.0,1.0,0.0,10.0,6.400598653030681,0,5.0,6.0,20.0,35.0,0,0
2.0,170,2.0,1,4.0,1,0.44,1,1,1,0,1,1,2.0,1.0,0.0,15.0,3.0,0,7.0,2.0,35.0,25.0,0,0
6.0,170,2.0,0,5.0,0,0.62,0,0,1,1,1,1,6.0,1.0,0.0,15.0,6.0,0,5.0,6.0,15.0,15.0,0,0
6.0,170,2.0,0,7.0,0,-0.08,0,0,1,0,0,1,6.0,1.0,0.0,10.0,7.0,0,6.0,6.0,20.0,40.0,0,0
5.0,170,2.0,0,6.0,1,-0.2,0,1,1,0,0,1,5.0,1.0,0.0,0.0,7.0,0,6.0,6.0,20.0,40.0,0,0
5.0,170,5.0,0,8.0,1,0.39,0,1,1,1,0,1,5.0,3.0,0.0,10.0,7.0,0,5.0,8.0,25.0,20.0,0,0
4.0,202,5.0,0,6.0,1,0.29,0,1,1,1,0,1,4.0,4.0,2.0,0.0,8.0,0,5.0,6.0,25.0,25.0,0,0
6.0,202,2.0,1,6.0,1,-0.23,1,1,1,1,0,1,5.0,3.0,2.0,10.0,5.0,0,4.0,3.0,10.0,30.0,0,0
1.0,202,3.0,1,5.0,1,0.44,1,1,1,1,1,1,3.0,2.0,2.0,10.0,5.0,0,5.0,3.0,20.0,20.0,0,0
1.0,202,3.0,1,5.0,1,-0.04,1,1,1,1,1,1,4.0,3.0,2.0,0.0,3.0,0,5.0,4.0,30.0,25.0,0,0
5.0,202,6.0,0,7.0,0,-0.21,0,1,0,0,0,0,6.0,6.0,2.0,15.0,6.0,0,6.0,6.0,25.0,25.0,0,1
5.0,202,6.0,1,4.0,0,-0.02,0,1,0,0,1,0,7.0,6.0,2.0,20.0,5.0,0,6.0,6.0,25.0,25.0,0,1
5.0,202,7.0,1,7.0,1,-0.33,0,1,0,0,0,1,5.0,4.0,2.0,5.0,5.0,0,8.0,7.0,20.0,20.0,0,0
3.0,202,5.0,1,6.0,1,0.27,1,1,1,1,0,1,6.190411462160177,4.0,2.0,5.0,5.0,0,5.0,5.0,25.0,20.0,0,0
3.0,202,6.0,1,7.0,1,0.73,0,1,0,0,0,1,4.0,4.0,2.0,0.0,5.0,0,7.0,7.0,25.0,30.0,0,0
6.0,202,4.0,0,5.0,0,-0.08,1,1,1,0,1,1,7.0,3.0,2.0,15.0,7.0,0,6.0,5.0,20.0,20.0,0,0
6.0,202,7.0,0,7.0,0,0.12,0,1,0,1,0,0,6.0,6.0,2.0,10.0,6.0,0,5.0,6.0,20.0,35.0,0,0
1.0,202,2.0,1,4.0,1,-0.52,1,1,1,1,1,1,2.0,1.0,2.0,15.0,2.0,0,3.0,2.0,35.0,25.0,0,0
5.0,202,4.0,0,5.0,1,0.03,1,1,1,1,1,1,4.0,2.0,2.0,15.0,6.0,0,3.0,2.0,15.0,15.0,0,0
6.0,202,8.0,0,6.0,0,0.5,0,0,0,0,0,0,6.0,5.0,2.0,10.0,7.0,0,7.0,8.0,20.0,40.0,0,0
5.0,202,4.0,0,4.0,1,0.33,1,1,1,1,1,1,4.0,2.0,2.0,0.0,6.0,0,4.0,4.0,20.0,40.0,0,0
8.0,202,7.0,0,7.0,1,0.16,0,0,0,0,0,0,5.0,6.0,2.0,10.0,7.0,0,6.0,7.0,25.0,20.0,0,0
3.0,178,7.0,0,6.0,1,0.22,0,1,0,1,0,0,5.0,6.0,3.0,0.0,7.0,0,5.0,8.0,25.0,25.0,0,0
6.0,178,7.0,0,6.0,0,0.06,0,1,0,1,0,0,8.0,6.0,3.0,10.0,8.0,0,5.0,7.0,10.0,30.0,0,0
6.0,178,6.0,0,6.0,0,0.41,0,1,0,0,0,0,6.0,5.0,3.0,10.0,8.0,0,6.0,6.5,20.0,20.0,0,0
2.0,178,7.0,1,6.0,1,-0.35,0,1,0,1,0,0,4.0,6.0,3.0,0.0,4.0,0,5.0,7.0,30.0,25.0,0,1
8.0,178,9.0,0,6.0,0,-0.17,0,0,0,0,0,0,8.0,10.0,3.0,15.0,10.0,1,7.0,9.0,25.0,25.0,1,1
6.0,178,5.0,0,6.0,0,-0.1,0,0,1,0,0,0,7.0,5.0,3.0,20.0,6.0,0,6.0,7.0,25.0,25.0,0,1
9.0,178,6.0,0,7.0,0,-0.52,0,0,0,0,0,0,6.0,5.0,3.0,5.0,8.0,0,7.0,7.0,20.0,20.0,0,0
4.0,178,6.0,1,6.0,1,0.21,0,1,0,1,0,0,5.0,5.0,3.0,5.0,4.0,0,5.0,6.0,25.0,20.0,0,0
3.0,178,5.0,1,8.0,1,0.58,0,1,1,0,0,0,4.0,5.0,3.0,0.0,4.0,0,6.0,6.0,25.0,30.0,0,0
3.0,178,7.0,0,7.0,0,-0.23,0,1,0,0,0,0,7.0,6.0,3.0,15.0,6.0,0,7.0,8.0,20.0,20.0,0,0
6.0,178,7.0,0,8.0,1,0.05,0,1,0,0,0,0,5.0,5.0,3.0,10.0,6.0,0,6.0,7.0,20.0,35.0,0,0
1.0,178,4.0,1,4.0,1,-0.57,0,1,1,0,1,1,4.0,4.0,3.0,15.0,1.0,0,7.0,6.0,35.0,25.0,0,0
5.0,178,6.0,0,7.0,0,-0.13,0,1,0,0,0,0,7.0,5.0,3.0,15.0,6.0,0,6.0,6.0,15.0,15.0,0,0
6.0,178,6.0,0,6.400597907324364,0,0.49,1,0,1,1,1,1,7.0,5.0,3.0,10.0,7.0,0,6.189995107632094,6.0,20.0,40.0,0,0
7.0,178,5.0,0,6.0,0,0.35,0,0,1,0,0,1,6.0,4.0,3.0,0.0,7.0,0,6.0,6.0,20.0,40.0,0,0
7.0,178,5.0,0,6.0,0,0.1,0,0,1,0,0,0,6.0,5.0,3.0,10.0,8.0,0,6.0,6.0,25.0,20.0,0,0
5.0,254,6.0,0,7.0,1,-0.31,0,1,1,1,0,1,5.0,3.0,1.0,0.0,9.0,0,5.0,6.0,25.0,25.0,1,0
6.0,254,6.0,1,6.400597907324364,1,-0.07,0,1,1,0,1,1,5.0,4.0,1.0,10.0,5.0,0,7.0,8.0,10.0,30.0,0,0
2.0,254,6.0,0,7.0,0,0.09,0,1,1,0,0,0,7.0,5.0,1.0,10.0,9.0,0,6.0,7.0,20.0,20.0,1,0
2.0,254,6.0,1,8.0,1,-0.32,0,1,1,0,0,0,5.0,5.0,1.0,0.0,4.0,0,7.0,7.0,30.0,25.0,0,0
8.0,254,6.0,0,6.400597907324364,1,0.54,0,0,0,1,1,0,5.0,7.0,1.0,15.0,7.0,1,5.0,7.0,25.0,25.0,0,0
5.0,254,6.0,0,6.400597907324364,0,-0.19,0,1,1,0,1,0,6.0,6.0,1.0,20.0,6.0,0,7.0,8.0,25.0,25.0,0,0
9.0,254,8.0,0,8.0,0,0.24,0,0,0,0,0,0,7.0,7.0,1.0,5.0,8.0,1,9.0,8.0,20.0,20.0,0,0
4.0,254,7.0,1,7.0,0,0.04,0,1,0,1,0,0,6.0,7.0,1.0,5.0,5.0,1,5.0,7.0,25.0,20.0,0,0
3.0,254,6.0,1,8.0,0,0.05,0,1,1,0,0,0,6.0,6.0,1.0,0.0,5.0,0,7.0,7.0,25.0,30.0,0,0
7.0,254,6.0,1,8.0,0,-0.04,0,0,0,0,0,0,7.0,5.0,1.0,15.0,5.0,0,6.0,6.0,20.0,20.0,0,0
6.0,254,6.0,0,8.0,0,-0.12,0,1,1,0,0,0,7.0,7.0,1.0,10.0,9.0,1,6.0,7.0,20.0,35.0,1,0
6.0,254,6.0,0,7.0,0,-0.07,0,0,1,0,0,0,7.0,7.0,1.0,15.0,6.0,1,6.0,7.0,35.0,25.0,0,0
2.0,254,7.0,1,6.0,0,-0.01,0,1,0,1,0,0,7.0,6.0,1.0,15.0,5.0,0,4.0,7.0,15.0,15.0,0,0
7.0,254,8.0,0,7.0,0,0.48,0,0,0,0,0,0,8.0,7.0,1.0,10.0,8.0,1,8.0,8.0,20.0,40.0,0,0
8.0,254,8.0,0,8.0,0,0.49,0,0,0,0,0,0,8.0,6.0,1.0,0.0,7.0,0,6.0,7.0,20.0,40.0,0,0
6.0,254,2.0,0,6.400597907324364,0,-0.22,0,0,1,0,1,1,8.0,4.0,1.0,10.0,8.0,0,8.0,6.0,25.0,20.0,0,0
4.0,191,5.0,0,6.0,0,-0.12,0,1,1,0,0,1,8.0,4.0,0.0,0.0,9.0,0,7.0,6.0,25.0,25.0,1,0
6.0,191,5.0,1,6.0,1,0.09,0,1,1,1,0,1,5.0,3.0,0.0,10.0,5.0,0,5.0,7.0,10.0,30.0,0,0
6.0,191,7.0,0,7.0,0,0.58,0,1,0,0,0,0,8.0,5.0,0.0,10.0,7.0,0,6.0,7.0,20.0,20.0,0,0
1.0,191,4.0,0,4.0,0,-0.2,1,1,1,1,1,0,8.0,5.0,0.0,0.0,6.0,0,4.0,4.0,30.0,25.0,0,0
4.0,191,3.0,0,7.0,0,-0.29,1,1,1,0,0,1,7.0,4.0,0.0,15.0,7.0,0,6.0,5.0,25.0,25.0,0,0
6.0,191,7.0,0,5.0,0,-0.01,0,0,0,0,1,0,7.0,5.0,0.0,20.0,7.0,0,6.0,7.0,25.0,25.0,0,0
8.0,191,6.0,0,6.0,0,-0.24,0,0,0,0,0,0,10.0,7.0,0.0,5.0,8.0,1,7.0,8.0,20.0,20.0,0,0
2.0,191,5.0,1,8.0,0,-0.05,0,1,1,1,0,1,6.0,4.0,0.0,5.0,5.0,0,3.0,8.0,25.0,20.0,0,0
5.0,191,6.0,0,8.0,0,0.38,0,1,0,0,0,0,9.0,6.0,0.0,0.0,8.0,0,7.0,7.0,25.0,30.0,0,0
5.0,191,8.0,0,8.0,0,0.06,0,1,0,0,0,0,9.0,8.0,0.0,15.0,8.0,1,8.0,9.0,20.0,20.0,0,0
6.0,191,7.0,1,8.0,0,0.35,0,1,0,0,0,0,7.0,7.0,0.0,10.0,6.400598653030681,1,9.0,8.0,20.0,35.0,0,0
2.0,191,8.0,0,7.0,0,0.11,0,1,0,0,0,0,6.0,7.0,0.0,15.0,6.0,1,6.0,6.0,35.0,25.0,0,0
6.0,191,7.0,0,5.0,0,0.28,1,0,0,1,1,1,8.0,4.0,0.0,15.0,7.0,0,5.0,5.0,15.0,15.0,0,0
7.0,191,5.0,0,7.0,0,0.11,0,0,1,0,0,0,9.0,7.0,0.0,10.0,8.0,1,7.0,7.0,20.0,40.0,0,0
5.0,191,6.0,0,6.0,0,-0.15,0,1,0,1,0,0,8.0,7.0,0.0,0.0,9.0,1,5.0,6.0,20.0,40.0,1,0
8.0,191,6.0,0,8.0,0,0.53,0,0,0,0,0,0,8.0,5.0,0.0,10.0,10.0,0,7.0,7.0,25.0,20.0,1,0
4.0,191,2.0,0,3.0,0,-0.38,1,1,1,1,1,1,8.0,2.0,0.0,0.0,8.0,0,2.0,2.0,25.0,25.0,0,0
6.0,191,2.0,1,3.0,1,-0.05,1,1,1,1,1,1,5.0,2.0,0.0,10.0,5.0,0,2.0,2.0,10.0,30.0,0,0
6.0,191,3.0,0,3.0,0,0.04,1,1,1,1,1,1,7.0,2.0,0.0,10.0,9.0,0,2.0,3.0,20.0,20.0,1,0
2.0,191,2.0,1,1.0,0,-0.02,1,1,1,1,1,1,6.0,3.0,0.0,0.0,5.0,0,2.0,2.0,30.0,25.0,0,0
7.0,191,4.0,0,6.0,0,0.46,1,0,1,1,0,1,8.0,4.0,0.0,15.0,8.0,0,3.0,5.0,25.0,25.0,0,0
7.0,191,3.0,0,1.0,0,-0.06,1,0,1,1,1,1,7.0,2.0,0.0,20.0,7.0,0,4.0,2.0,25.0,25.0,0,0
8.0,191,4.0,0,6.0,0,0.22,0,0,1,0,0,0,10.0,5.0,0.0,5.0,10.0,0,7.0,6.0,20.0,20.0,1,0
6.0,191,2.0,0,4.0,1,-0.05,1,0,1,1,1,1,5.0,2.0,0.0,5.0,6.0,0,3.0,2.0,25.0,20.0,0,0
8.0,191,3.0,0,7.0,0,0.29,1,0,1,0,0,1,9.0,4.0,0.0,0.0,9.0,0,6.0,4.0,25.0,30.0,1,0
8.0,191,6.0,0,7.0,0,0.02,1,0,0,1,0,0,9.0,5.0,0.0,15.0,7.0,0,5.0,5.0,20.0,20.0,0,0
6.0,191,6.0,1,7.0,0,0.21,0,1,0,0,0,0,8.0,5.0,0.0,10.0,6.400598653030681,0,7.0,8.0,20.0,35.0,0,0
2.0,191,6.0,1,5.0,0,0.05,0,1,0,0,1,1,7.0,4.0,0.0,15.0,5.0,0,6.0,6.0,35.0,25.0,0,0
6.0,191,4.0,0,4.0,0,0.06,1,0,1,1,1,1,8.0,4.0,0.0,15.0,7.0,0,2.0,5.0,15.0,15.0,0,0
8.0,191,5.0,0,6.0,0,0.08,0,0,1,0,0,0,9.0,6.0,0.0,10.0,9.0,0,6.0,6.0,20.0,40.0,1,0
6.0,191,2.0,0,2.0,0,0.16,1,0,1,1,1,1,8.0,3.0,0.0,0.0,8.0,0,2.0,3.0,20.0,40.0,0,0
8.0,191,4.0,0,6.0,0,0.03,0,0,1,0,0,0,8.0,5.0,0.0,10.0,9.0,0,6.0,6.0,25.0,20.0,1,0
5.0,197,6.0,0,6.0,0,-0.13,1,1,1,1,0,1,9.0,3.0,1.0,0.0,8.0,0,2.0,3.0,25.0,25.0,0,0
6.0,197,6.0,0,2.0,0,-0.04,1,1,1,1,1,1,8.0,1.0,1.0,10.0,8.0,0,1.0,2.0,10.0,30.0,0,0
6.0,197,1.0,0,2.0,0,-0.07,1,1,1,1,1,1,8.0,2.0,1.0,10.0,9.0,0,1.0,2.0,20.0,20.0,1,0
5.0,197,3.0,0,6.0,0,-0.16,1,1,1,1,0,1,7.0,3.0,1.0,0.0,7.0,0,1.0,2.0,30.0,25.0,0,0
5.0,197,1.0,0,2.0,0,0.44,1,1,1,1,1,1,9.0,4.0,1.0,15.0,7.0,0,1.0,1.0,25.0,25.0,0,0
7.0,197,1.0,0,4.0,0,-0.27,1,0,1,1,1,1,8.0,2.0,1.0,20.0,8.0,0,3.0,1.0,25.0,25.0,0,0
9.0,197,4.0,0,6.0,0,0.29,0,0,1,0,0,0,9.0,5.0,1.0,5.0,8.0,0,8.0,6.0,20.0,20.0,0,1
5.0,197,4.0,0,4.0,0,-0.28,1,1,1,1,1,0,7.0,5.0,1.0,5.0,6.0,0,1.0,3.0,25.0,20.0,0,0
7.0,197,7.0,0,5.0,0,-0.35,1,0,0,1,1,1,8.0,1.0,1.0,0.0,6.0,0,4.0,3.0,25.0,30.0,0,0
0.0,197,6.0,0,5.0,0,0.13,1,1,1,1,1,1,8.0,3.0,1.0,15.0,7.0,0,4.0,2.0,20.0,20.0,0,0
6.0,197,4.0,0,7.0,0,-0.23,1,0,1,0,0,1,8.0,4.0,1.0,10.0,7.0,0,6.0,4.0,20.0,35.0,0,1
3.0,197,2.0,0,1.0,0,0.2,1,1,1,1,1,1,8.0,3.0,1.0,15.0,7.0,0,1.0,2.0,35.0,25.0,0,0
7.0,197,2.0,0,1.0,0,-0.31,1,0,1,1,1,1,8.0,3.0,1.0,15.0,6.0,0,1.0,1.0,15.0,15.0,0,0
7.0,197,2.0,0,3.0,0,-0.07,1,0,1,0,1,1,8.0,3.0,1.0,10.0,8.0,0,6.0,3.0,20.0,40.0,0,0
7.0,197,2.0,0,3.0,0,-0.06,1,0,1,1,1,1,9.0,2.0,1.0,0.0,9.0,0,2.0,1.0,20.0,40.0,1,0
8.0,197,4.0,0,4.0,0,-0.16,1,0,1,1,1,1,9.0,1.0,1.0,10.0,10.0,0,5.0,4.0,25.0,20.0,1,0
3.0,198,2.0,0,6.0,0,0.21,1,1,1,1,0,1,8.0,4.0,3.0,0.0,8.0,0,3.0,2.0,25.0,25.0,0,0
8.0,198,2.0,0,4.0,0,0.21,1,0,1,1,1,1,8.0,2.0,3.0,10.0,8.0,0,2.0,2.0,10.0,30.0,0,0
6.0,198,3.0,0,5.0,0,0.21,1,1,1,1,1,1,7.0,3.0,3.0,10.0,8.0,0,3.0,3.0,20.0,20.0,0,0
6.0,198,3.0,1,4.0,1,0.21,1,0,1,1,1,0,5.0,4.5,3.0,0.0,4.0,0,4.0,3.0,30.0,25.0,0,0
5.0,198,2.0,1,4.0,1,0.21,1,1,1,1,1,1,5.0,4.0,3.0,15.0,5.0,0,4.0,2.0,25.0,25.0,0,0
6.0,198,3.0,0,3.0,0,0.21,1,0,1,1,1,1,7.0,3.0,3.0,20.0,6.0,0,4.0,3.0,25.0,25.0,0,0
9.0,198,9.0,0,8.0,0,0.21,0,0,0,0,0,0,7.0,6.5,3.0,5.0,7.0,1,7.0,7.5,20.0,20.0,0,1
5.0,198,3.0,1,5.0,1,0.21,1,1,1,1,1,0,5.0,5.0,3.0,5.0,5.0,0,4.0,2.0,25.0,20.0,0,0
3.0,198,4.0,0,6.0,0,0.21,1,1,1,0,0,1,7.0,4.0,3.0,0.0,6.0,0,6.0,4.0,25.0,30.0,0,0
6.0,198,4.0,0,5.5,0,0.21,1,1,1,1,0,1,7.0,3.0,3.0,15.0,7.0,0,3.0,4.0,20.0,20.0,0,0
5.0,198,6.0,0,5.0,0,0.21,1,1,0,1,1,0,6.0,5.0,3.0,10.0,7.0,0,5.0,3.0,20.0,35.0,0,0
1.0,198,6.0,1,4.0,0,0.21,1,1,0,1,1,0,6.0,4.5,3.0,15.0,3.0,0,5.0,4.5,35.0,25.0,0,0
5.0,198,6.0,1,6.400597907324364,1,0.21,1,1,1,1,1,1,5.0,5.0,3.0,15.0,5.0,0,6.189995107632094,6.0,15.0,15.0,0,0
7.0,198,7.0,0,5.0,0,0.21,0,0,0,0,1,0,7.0,5.5,3.0,10.0,7.0,0,6.0,8.0,20.0,40.0,0,0
7.0,198,6.0,0,5.0,0,0.21,1,0,0,1,1,1,7.0,4.0,3.0,0.0,7.0,0,4.0,4.0,20.0,40.0,0,0
9.0,198,6.0,0,5.0,0,0.21,1,0,0,1,1,1,9.0,4.0,3.0,10.0,9.0,0,4.0,4.0,25.0,20.0,1,0
3.0,191,6.0,1,4.0,1,0.11,1,1,1,1,1,1,5.0,4.0,3.0,0.0,4.0,0,4.0,5.0,25.0,25.0,0,0
6.0,191,6.0,0,3.0,0,-0.57,1,1,1,1,1,1,8.0,4.0,3.0,10.0,8.0,0,4.0,4.0,10.0,30.0,0,0
6.0,191,6.0,1,5.0,1,0.1,0,1,1,0,1,1,3.0,3.0,3.0,10.0,5.0,0,6.0,6.0,20.0,20.0,0,0
5.0,191,6.0,1,3.0,1,0.31,1,1,1,1,1,1,4.0,4.0,3.0,0.0,4.0,0,5.0,5.0,30.0,25.0,0,0
5.0,191,2.0,0,3.0,0,-0.41,0,1,1,0,1,1,7.0,4.0,3.0,15.0,6.0,0,8.0,6.0,25.0,25.0,0,1
6.0,191,2.0,0,4.0,0,0.08,0,0,1,0,1,1,8.0,4.0,3.0,20.0,7.0,0,6.0,6.0,25.0,25.0,0,1
7.0,191,6.0,0,5.0,0,0.1,0,0,1,0,1,1,6.0,4.0,3.0,5.0,8.0,0,8.0,7.0,20.0,20.0,0,0
2.0,191,6.0,0,7.0,1,0.04,0,1,1,1,0,1,5.0,4.0,3.0,5.0,6.0,0,5.0,6.0,25.0,20.0,0,0
3.0,191,6.0,1,8.0,0,0.11,0,1,0,0,0,0,6.0,5.0,3.0,0.0,5.0,0,8.0,8.0,25.0,30.0,0,0
5.0,191,4.0,0,8.0,0,0.2,1,1,1,0,0,0,7.0,6.0,3.0,15.0,7.0,0,7.0,5.0,20.0,20.0,0,0
6.0,191,6.0,1,7.0,0,0.54,0,1,1,0,0,0,6.0,5.0,3.0,10.0,6.400598653030681,0,7.0,7.0,20.0,35.0,0,0
3.0,191,6.0,1,4.0,1,-0.05,0,1,0,0,1,0,5.0,5.0,3.0,15.0,3.0,0,6.0,6.0,35.0,25.0,0,0
5.0,191,5.0,0,5.0,1,0.42,0,1,1,0,1,0,5.0,7.0,3.0,15.0,7.0,1,6.0,8.0,15.0,15.0,0,0
6.0,191,6.0,0,5.0,0,0.06,0,0,1,0,1,0,6.0,5.0,3.0,10.0,7.0,0,9.0,8.0,20.0,40.0,0,0
5.0,191,5.0,0,4.0,1,-0.16,0,1,1,0,1,1,5.0,4.0,3.0,0.0,7.0,0,6.0,6.0,20.0,40.0,0,0
6.0,191,3.0,0,6.0,0,0.52,0,0,1,0,0,0,6.0,6.0,3.0,10.0,8.0,0,6.0,6.0,25.0,20.0,0,0
4.0,126,5.0,0,5.0,0,0.19,0,1,1,1,1,0,6.0,5.0,1.0,0.0,7.0,0,3.0,6.0,25.0,25.0,0,0
6.0,126,5.0,0,5.0,0,-0.44,0,1,1,0,1,0,10.0,5.0,1.0,10.0,10.0,0,8.0,8.0,10.0,30.0,1,0
6.0,126,7.0,0,7.0,1,0.46,0,1,0,0,0,0,4.0,6.0,1.0,10.0,6.0,0,6.0,8.0,20.0,20.0,0,0
1.0,126,6.0,1,5.0,1,0.21,0,1,0,1,1,0,3.0,5.0,1.0,0.0,3.0,0,4.0,6.0,30.0,25.0,0,0
7.0,126,3.0,0,5.0,0,-0.27,0,0,1,0,1,1,7.0,4.0,1.0,15.0,7.0,0,6.0,7.0,25.0,25.0,0,0
5.0,126,5.0,0,2.0,0,-0.41,1,1,1,1,1,1,6.0,3.0,1.0,20.0,6.0,0,4.0,4.0,25.0,25.0,0,0
6.0,126,5.0,0,7.0,0,-0.02,0,0,1,0,0,0,6.0,6.0,1.0,5.0,9.0,0,8.0,7.0,20.0,20.0,1,0
3.0,126,6.0,1,7.0,0,0.09,0,1,0,1,0,0,9.0,6.0,1.0,5.0,3.0,0,5.0,8.0,25.0,20.0,0,0
3.0,126,7.0,1,7.0,1,0.39,0,1,0,0,0,0,5.0,7.0,1.0,0.0,4.0,1,7.0,8.0,25.0,30.0,0,0
6.0,126,7.0,0,7.0,0,0.16,0,1,0,0,0,0,7.0,7.0,1.0,15.0,7.0,1,8.0,9.0,20.0,20.0,0,1
6.0,126,7.0,1,8.0,0,0.51,0,1,0,0,0,1,6.0,4.0,1.0,10.0,6.400598653030681,0,7.0,8.0,20.0,35.0,0,0
4.0,126,3.0,1,2.0,1,-0.27,1,1,1,1,1,1,3.0,4.0,1.0,15.0,2.0,0,5.0,4.0,35.0,25.0,0,0
