d_funny_partner_[0-5],funny_partner,expected_num_matches,d_attractive_o_[0-5],pref_o_attractive,attractive_o,d_guess_prob_liked_[0-4],shared_interests_partner,field,guess_prob_liked,d_guess_prob_liked_[7-10],pref_o_shared_interests,like,d_funny_o_[9-10],attractive_partner,funny_o,d_shared_interests_partner_[0-5],interests_correlate,d_attractive_partner_[0-5],pref_o_intelligence,shared_interests_o,d_like_[0-5],d_shared_interests_o_[0-5],d_funny_o_[0-5],match
1,4.0,4.0,1,25.0,1.0,1,6.0,76,4.0,0,10.0,5.0,0,5.0,4.0,1,0.0,1,20.0,5.0,1,1,1,0
0,6.0,1.0,0,20.0,6.0,0,5.0,53,8.0,1,20.0,6.0,0,5.0,8.0,1,0.09,1,20.0,7.0,0,0,0,0
0,8.0,6.0,1,20.0,3.0,0,6.0,152,5.0,0,15.0,7.0,0,6.0,7.0,0,0.05,0,16.0,3.0,0,1,0,0
0,7.0,3.0,0,16.67,8.0,0,6.0,222,7.0,1,18.52,7.0,1,8.0,10.0,0,0.52,0,16.67,10.0,0,0,0,1
0,8.0,4.0,1,19.15,4.0,0,6.0,30,6.0,0,12.77,7.0,0,8.0,4.0,0,0.45,0,17.02,5.0,0,1,1,0
0,7.0,4.0,0,20.0,7.0,0,6.0,256,5.0,0,10.0,4.0,0,5.0,7.0,0,0.16,1,30.0,6.0,1,0,0,0
0,7.0,3.0,0,10.0,6.0,0,7.0,31,5.0,0,20.0,7.0,0,6.0,6.400598653030681,0,-0.05,0,30.0,6.0,0,1,1,0
0,7.0,2.0,0,10.0,6.0,0,8.0,135,5.0,0,15.0,7.0,0,8.0,8.0,0,0.49,0,20.0,8.0,0,0,0,0
0,6.0,4.0,1,10.0,2.0,0,6.0,47,6.0,0,15.0,6.0,0,6.0,2.0,1,0.55,0,20.0,2.0,0,1,1,0
0,7.0,0.0,0,30.0,7.0,1,3.0,191,4.0,0,0.0,5.0,0,7.0,4.0,1,0.56,0,20.0,7.0,1,0,1,0
0,8.0,2.0,0,10.0,8.0,0,8.0,42,6.0,0,10.0,9.0,1,8.0,10.0,0,0.03,0,10.0,5.0,0,1,0,0
0,9.0,9.0,0,17.0,10.0,0,9.0,118,9.0,1,5.0,7.0,1,6.0,10.0,0,-0.06,0,28.0,6.0,0,0,0,1
0,8.0,1.0,1,17.24,5.0,0,9.0,41,7.0,1,17.24,7.0,0,7.0,7.0,0,0.19,0,17.24,7.0,0,0,0,0
0,8.0,8.0,0,25.0,8.0,0,7.0,189,7.0,1,8.0,8.0,0,9.0,8.0,0,-0.06,0,25.0,6.0,0,1,0,1
0,7.0,4.0,1,22.495346845216552,5.0,0,8.0,226,6.0,0,11.845930415807977,8.0,0,7.0,6.0,0,0.21,0,20.27075883701291,0.0,0,1,0,0
0,9.0,1.0,0,20.0,6.0,0,6.0,109,5.0,0,10.0,7.0,0,9.0,7.0,0,0.65,0,25.0,7.0,0,0,0,0
0,7.0,3.0,0,50.0,7.0,1,9.0,61,5.0,0,10.0,8.0,0,8.0,6.0,0,-0.3,0,30.0,6.0,0,0,0,0
0,7.0,6.0,0,12.0,9.0,0,6.0,135,7.0,1,15.0,7.0,0,7.0,6.0,0,-0.23,0,25.0,3.0,0,1,0,0
1,2.0,3.0,0,10.0,10.0,1,1.0,250,1.0,0,10.0,8.0,1,8.0,10.0,1,0.12,0,25.0,10.0,0,0,0,1
0,6.0,4.0,0,30.0,7.0,0,6.0,149,9.0,1,5.0,6.0,0,8.0,7.0,0,-0.01,0,30.0,6.0,0,0,0,1
1,5.0,0.0,0,35.0,7.0,1,4.0,85,2.0,0,0.0,5.0,0,7.0,7.0,1,-0.24,0,35.0,9.0,1,0,0,0
1,2.0,2.0,1,20.0,5.0,1,6.0,99,1.0,0,10.0,5.0,0,7.0,4.0,1,0.63,0,20.0,5.0,1,1,1,0
0,6.0,1.0,0,30.0,6.0,0,6.0,223,5.0,0,5.0,5.0,0,6.0,6.0,1,0.02,0,20.0,5.0,1,1,0,0
0,6.0,10.0,1,10.0,5.0,0,6.0,161,8.0,1,10.0,4.0,0,4.0,5.0,1,0.64,1,40.0,5.0,1,1,1,1
0,7.0,3.0,0,20.0,8.0,0,7.0,254,6.0,0,10.0,5.0,0,3.0,7.0,0,-0.15,1,20.0,5.0,1,1,0,0
0,6.0,4.0,0,10.0,8.0,0,5.0,22,8.0,1,20.0,5.0,1,6.0,9.0,1,-0.2,0,15.0,7.0,1,0,0,0
0,6.0,4.0,1,16.98,3.0,0,6.0,95,6.0,0,15.09,5.0,0,7.0,6.0,1,0.4,0,16.98,9.0,1,0,0,0
0,8.0,5.0,1,25.0,4.0,0,8.0,226,8.0,1,0.0,8.0,0,8.0,4.0,0,-0.05,0,25.0,4.0,0,1,1,0
0,6.0,3.0,1,35.0,4.0,0,7.0,178,7.0,1,5.0,9.0,0,9.0,5.0,0,0.0,0,20.0,5.0,0,1,1,0
1,5.0,2.0,0,20.0,8.0,0,6.0,33,6.0,0,7.5,6.0,0,5.0,8.0,0,0.32,1,17.5,8.0,0,0,0,0
0,10.0,2.0,0,22.0,6.0,0,8.0,220,5.0,0,16.0,9.0,0,10.0,6.0,0,0.45,0,15.0,6.0,0,0,0,0
1,5.0,4.0,1,8.33,5.0,0,3.0,32,5.0,0,18.75,4.0,0,4.0,8.0,1,0.01,1,20.83,4.0,1,1,0,0
1,4.0,2.0,1,25.0,2.0,1,4.0,236,3.0,0,10.0,3.0,0,4.0,6.400598653030681,1,-0.17,1,20.0,6.0,1,1,1,0
0,7.0,2.0,1,15.0,2.0,0,6.0,30,6.0,0,15.0,7.0,0,6.0,2.0,0,0.3,0,20.0,5.0,0,1,1,0
0,8.0,2.0,0,30.0,7.0,0,2.0,66,5.0,0,0.0,6.0,0,7.0,7.0,1,0.25,0,25.0,7.0,0,0,0,0
0,6.0,2.0,1,40.0,5.0,0,7.0,57,7.0,1,15.0,6.0,0,10.0,7.0,0,-0.51,0,15.0,7.0,0,0,0,0
0,8.0,2.0,0,19.0,10.0,1,7.0,126,1.0,0,12.0,4.0,1,4.0,10.0,0,0.05,1,19.0,10.0,1,0,0,0
1,5.0,3.0,1,15.09,3.0,1,6.0,175,4.0,0,13.21,6.0,0,7.0,2.0,1,0.72,0,16.98,1.0,0,1,1,0
0,8.0,6.0,0,20.0,7.0,1,4.0,135,4.0,0,20.0,6.0,0,4.0,7.0,1,0.44,1,20.0,5.0,0,1,0,0
0,6.0,2.0,0,30.0,7.0,0,6.0,243,5.0,0,10.0,5.0,0,6.0,7.0,0,0.2,0,10.0,6.0,1,1,0,0
0,8.0,3.0,0,40.0,6.0,0,7.0,23,5.0,0,0.0,7.0,1,10.0,10.0,0,0.58,0,20.0,10.0,0,0,0,0
0,7.0,4.0,0,17.78,6.0,0,7.0,179,7.0,1,15.56,6.0,0,4.0,5.0,0,0.46,1,17.78,5.0,0,1,1,0
1,6.400597907324364,10.0,1,17.0,6.190411462160177,1,6.0,177,5.0,0,5.0,6.0,0,6.189995107632094,6.400598653030681,1,0.57,1,28.0,6.0,1,1,1,0
0,6.0,7.0,0,27.78,8.0,0,7.0,30,9.0,1,2.78,7.0,1,8.0,9.0,0,0.19,0,19.44,6.0,0,1,0,1
0,6.0,1.0,0,25.0,7.0,1,3.0,197,3.0,0,0.0,2.0,0,1.0,7.0,1,-0.16,1,30.0,5.0,1,1,0,0
0,7.0,5.0,0,14.29,6.0,0,5.0,240,5.0,0,9.52,7.0,1,8.0,9.0,1,-0.21,0,21.43,9.0,0,0,0,1
0,7.0,2.0,0,27.78,8.0,0,6.0,35,7.0,1,2.78,7.0,0,6.0,8.0,0,0.36,0,19.44,6.0,0,1,0,0
0,6.0,0.0,0,20.0,7.0,1,6.0,220,3.0,0,10.0,6.0,0,6.0,6.0,0,0.08,0,20.0,7.0,0,0,0,0
0,8.0,3.0,0,30.0,7.0,0,8.0,246,8.0,1,12.0,8.0,0,8.0,6.0,0,-0.2,0,15.0,6.0,0,0,0,1
0,6.0,2.0,0,17.0,10.0,1,3.0,43,4.0,0,5.0,5.0,0,7.0,8.0,1,0.52,0,28.0,9.0,1,0,0,1
0,8.0,2.0,0,10.0,7.0,1,8.0,51,2.0,0,15.0,7.0,0,6.0,6.0,0,0.17,0,30.0,6.0,0,0,0,0
0,8.0,2.0,1,10.0,3.0,0,7.0,30,5.0,0,20.0,6.0,0,6.0,5.0,0,-0.21,0,20.0,6.0,0,0,1,0
1,4.0,3.0,0,12.0,6.0,0,3.0,30,9.0,1,14.0,3.0,0,4.0,7.0,1,0.27,1,20.0,6.0,1,1,0,0
1,5.0,2.0,0,25.0,8.0,1,6.0,204,4.0,0,10.0,4.0,0,4.0,7.0,1,0.0,1,20.0,5.0,1,1,0,0
0,8.0,6.0,0,20.0,7.0,0,6.0,30,5.0,0,0.0,7.0,0,6.0,8.0,1,0.35,0,20.0,7.0,0,0,0,0
0,8.0,2.0,0,50.0,7.0,0,6.0,203,6.0,0,10.0,8.0,0,7.0,6.0,0,-0.1,0,20.0,5.0,0,1,0,0
1,5.0,0.0,0,17.39,8.0,1,6.0,110,5.0,0,15.22,6.0,0,5.0,4.0,1,-0.02,1,19.57,4.0,1,1,1,0
1,6.400597907324364,4.0,0,17.0,8.0,0,5.0,256,7.0,1,18.0,5.0,0,5.0,8.0,1,-0.23,1,18.0,7.0,1,0,0,0
0,8.0,2.0,1,20.0,4.0,0,8.0,42,6.0,0,10.0,9.0,0,9.0,6.0,0,0.03,0,35.0,6.0,0,0,0,0
1,3.0,4.0,0,50.0,6.0,1,3.0,22,3.0,0,5.0,4.0,1,4.0,9.0,1,-0.3,1,10.0,5.0,1,1,0,0
0,6.0,0.0,0,30.0,10.0,1,4.0,61,3.0,0,0.0,6.0,0,5.0,8.0,1,-0.18,1,30.0,6.0,0,0,0,0
0,6.0,4.0,1,10.0,5.0,1,8.0,126,2.0,0,15.0,9.0,0,8.0,5.0,0,0.24,0,15.0,5.0,0,1,1,0
0,7.0,3.0,0,30.0,7.0,0,3.0,126,5.0,0,0.0,5.0,0,3.0,7.0,1,0.59,1,30.0,5.0,1,1,0,0
0,6.0,2.0,1,50.0,2.0,0,5.0,54,5.0,0,10.0,6.0,0,7.0,5.0,1,0.37,0,20.0,6.0,0,1,1,0
1,4.0,0.0,0,16.67,8.0,1,4.0,119,2.0,0,18.52,2.0,1,3.0,9.0,1,-0.24,1,16.67,8.0,1,0,0,0
0,8.0,3.0,1,15.0,4.0,0,8.0,228,7.0,1,20.0,7.0,0,8.0,7.0,0,-0.04,0,10.0,5.0,0,1,0,0
1,4.0,2.0,0,10.0,6.0,1,4.0,177,4.0,0,15.0,4.0,0,4.0,6.0,1,0.34,1,20.0,6.0,1,0,0,0
1,6.400597907324364,3.0,1,22.495346845216552,6.190411462160177,1,6.0,24,5.0,0,11.845930415807977,6.0,0,4.0,6.400598653030681,1,0.21,1,20.27075883701291,6.0,1,1,1,0
0,6.0,0.0,1,25.0,5.0,0,6.0,247,6.0,0,25.0,6.0,0,6.0,5.0,0,0.3,0,25.0,5.0,0,1,1,0
0,7.0,2.0,0,12.0,6.0,0,5.0,135,5.0,0,18.0,5.0,0,5.0,6.0,1,-0.2,1,20.0,2.0,1,1,0,0
1,4.0,3.0,1,20.51,4.0,0,4.0,99,8.0,1,20.51,6.0,0,4.0,6.0,1,0.42,1,23.08,5.0,0,1,0,0
0,8.0,0.0,0,20.0,7.0,1,8.0,186,1.0,0,15.0,6.0,0,8.0,6.0,0,0.19,0,20.0,7.0,0,0,0,0
0,8.0,3.0,1,30.0,6.190411462160177,0,8.0,82,5.0,0,5.0,8.0,0,5.0,6.400598653030681,0,0.46,1,20.0,6.0,0,1,1,0
1,5.0,5.0,0,20.0,10.0,0,4.0,89,5.0,0,20.0,5.0,0,5.0,8.0,1,0.02,1,20.0,5.0,1,1,0,0
0,7.0,2.0,1,20.0,3.0,0,4.0,206,7.0,1,5.0,6.0,0,6.0,2.0,1,0.28,0,20.0,3.0,0,1,1,0
0,7.0,12.0,1,25.0,5.0,0,6.0,207,8.0,1,15.0,8.0,0,8.0,6.0,0,0.6,0,15.0,3.0,0,1,0,0
0,6.0,3.0,1,31.58,2.0,0,6.0,253,7.0,1,10.53,7.0,0,7.0,5.0,0,0.27,0,15.79,5.0,0,1,1,0
0,8.0,4.0,0,30.0,10.0,0,7.0,16,7.0,1,0.0,7.0,1,8.0,9.0,0,0.44,0,20.0,7.0,0,0,0,1
0,6.0,4.0,1,20.0,4.0,0,5.0,226,6.0,0,0.0,7.0,0,6.0,8.0,1,0.21,0,20.0,4.0,0,1,0,0
0,8.0,1.0,0,20.0,8.0,0,6.0,163,8.0,1,20.0,9.0,0,8.0,6.0,0,0.37,0,10.0,7.0,0,0,0,0
0,8.0,4.0,1,20.0,4.0,0,7.0,179,7.0,1,14.0,7.0,0,8.0,4.0,0,0.21,0,18.0,3.0,0,1,1,0
0,6.0,1.0,0,40.0,6.0,1,6.0,223,3.0,0,0.0,4.0,0,6.0,4.0,0,-0.34,0,10.0,1.0,1,1,1,0
0,8.0,3.0,0,15.38,9.0,0,5.0,10,5.0,0,15.38,7.0,1,8.0,9.0,1,0.39,0,17.31,6.0,0,0,0,1
0,7.0,1.0,0,19.0,7.0,0,7.0,19,5.0,0,15.0,7.0,0,7.0,8.0,0,0.62,0,19.0,6.0,0,0,0,1
1,5.0,3.0,1,16.36,3.0,1,4.0,175,3.0,0,14.55,4.0,0,5.0,3.0,1,-0.07,1,18.18,5.0,1,1,1,0
0,6.0,2.0,0,25.0,6.0,1,6.0,93,4.0,0,5.0,7.0,0,7.0,3.0,0,0.59,0,20.0,5.0,0,1,1,0
0,6.0,7.0,0,23.81,7.0,0,5.0,142,6.0,0,2.38,5.0,0,6.0,6.0,1,0.31,0,23.81,7.0,1,0,0,0
0,7.0,5.0,1,30.0,5.0,0,8.0,0,5.0,0,12.0,8.0,0,8.0,6.0,0,0.21,0,15.0,7.0,0,0,0,0
0,8.0,4.0,0,15.09,7.0,0,6.0,32,7.0,1,13.21,6.0,0,7.0,7.0,1,0.1,0,18.87,6.0,0,0,0,0
1,5.0,0.0,0,15.0,6.0,1,6.0,235,2.0,0,20.0,5.0,0,3.0,6.0,0,-0.04,1,20.0,5.0,1,1,0,0
0,6.0,4.0,0,40.0,7.0,0,5.0,126,7.0,1,10.0,7.0,0,5.0,8.0,1,0.09,1,0.0,6.0,0,0,0,0
0,7.0,12.0,0,30.0,7.0,0,6.0,41,6.0,0,15.0,6.0,0,4.0,7.0,0,0.54,1,15.0,8.0,0,0,0,1
0,6.0,6.0,0,15.0,9.0,0,5.0,218,10.0,1,20.0,6.0,1,5.0,9.0,1,0.02,1,20.0,9.0,0,0,0,0
0,9.0,3.0,0,10.0,7.0,0,6.0,121,7.0,1,10.0,7.0,0,7.0,7.0,1,0.09,0,30.0,7.0,0,0,0,0
0,9.0,3.0,1,16.67,5.0,0,6.0,126,5.0,0,8.33,8.0,0,5.0,5.0,0,-0.15,1,18.75,6.0,0,0,1,0
0,6.0,6.0,0,20.0,7.0,1,3.0,100,2.0,0,10.0,6.0,0,4.0,5.0,1,-0.19,1,20.0,5.0,0,1,1,0
0,8.0,2.0,1,35.0,4.0,0,7.0,135,6.0,0,5.0,7.0,0,8.0,4.0,0,0.26,0,20.0,5.0,0,1,1,0
0,10.0,3.0,0,20.0,8.0,0,8.0,236,9.0,1,10.0,8.5,1,9.0,10.0,0,-0.32,0,25.0,8.0,0,0,0,1
0,10.0,3.0,1,10.0,3.0,0,10.0,250,6.0,0,10.0,10.0,0,10.0,5.0,0,0.11,0,25.0,3.0,0,1,1,0
0,7.0,3.0,0,15.0,7.0,0,6.0,87,6.0,0,20.0,6.0,0,6.0,7.0,1,-0.28,0,30.0,6.0,0,1,0,0
0,7.0,4.0,0,20.0,6.0,0,6.0,189,5.0,0,15.0,6.0,0,7.0,7.0,1,-0.28,0,20.0,6.0,0,1,0,0
1,6.400597907324364,1.0,1,20.51,6.190411462160177,1,6.0,50,5.0,0,17.09,6.0,0,6.189995107632094,6.400598653030681,1,0.12,1,24.79,6.0,1,1,1,0
1,1.0,0.0,1,20.0,4.0,1,1.0,200,3.0,0,10.0,2.0,0,2.0,5.0,1,0.29,1,20.0,6.0,1,1,1,0
0,7.0,1.0,1,20.0,5.0,0,7.0,48,5.0,0,10.0,7.0,0,7.0,6.0,0,0.6,0,20.0,5.0,0,1,0,0
0,10.0,1.0,1,15.0,4.0,0,10.0,71,10.0,1,20.0,10.0,0,10.0,8.0,0,0.16,0,25.0,4.0,0,1,0,0
1,5.0,5.0,1,14.0,4.0,0,5.0,246,5.0,0,20.0,5.0,0,5.0,4.0,1,0.56,1,17.0,2.0,1,1,1,0
0,8.0,2.0,0,30.0,10.0,0,6.0,138,9.0,1,10.0,8.0,1,4.0,10.0,0,0.45,1,20.0,6.0,0,0,0,0
1,5.0,6.0,1,20.0,4.0,0,5.0,60,8.0,1,10.0,7.0,0,8.0,5.0,1,0.33,0,20.0,3.0,0,1,1,0
1,2.0,3.0,0,6.67,7.0,0,1.0,135,8.0,1,15.56,1.0,0,3.0,8.0,1,-0.06,1,20.0,8.0,1,0,0,0
0,7.0,3.0,1,20.0,4.0,1,3.0,195,1.0,0,15.0,3.0,0,5.0,3.0,1,-0.34,1,10.0,4.0,1,1,1,0
0,9.0,3.0,0,75.0,6.0,0,8.0,55,5.0,0,5.0,8.0,1,9.0,10.0,0,0.22,0,5.0,9.0,0,0,0,0
1,5.0,0.0,1,10.0,5.0,0,4.0,20,8.0,1,2.0,5.0,0,9.0,2.0,1,-0.31,0,35.0,2.0,1,1,1,0
0,7.0,2.0,1,50.0,5.0,0,5.0,189,5.0,0,0.0,7.0,0,7.0,7.0,1,-0.05,0,15.0,6.0,0,0,0,0
0,10.0,1.0,1,15.0,6.190411462160177,0,10.0,71,10.0,1,10.0,10.0,0,10.0,6.400598653030681,0,-0.14,0,45.0,6.0,0,1,1,0
1,6.400597907324364,3.0,1,30.0,6.190411462160177,1,6.0,0,5.0,0,10.0,6.0,0,6.189995107632094,6.400598653030681,1,0.21,1,20.0,6.0,1,1,1,0
0,7.0,5.0,0,15.38,6.0,0,6.0,143,5.0,0,13.46,6.0,1,6.0,9.0,1,-0.5,0,19.23,7.0,0,0,0,1
1,5.0,1.0,0,18.75,7.0,0,5.0,237,6.0,0,12.5,6.0,0,7.0,7.0,1,0.15,0,18.75,6.0,0,1,0,0
1,5.0,3.0,0,30.0,8.0,0,2.0,191,7.0,1,0.0,1.0,0,2.0,7.0,1,0.42,1,30.0,3.0,1,1,0,0
0,7.0,0.0,0,20.0,9.0,0,6.0,191,5.0,0,15.0,5.0,0,5.0,7.0,0,0.02,1,20.0,8.0,1,0,0,0
1,2.0,0.0,0,15.0,6.0,0,2.0,200,6.0,0,15.0,3.0,0,1.0,7.0,1,-0.15,1,15.0,5.0,1,1,0,0
0,10.0,3.0,0,25.0,7.0,0,10.0,126,10.0,1,10.0,10.0,1,10.0,9.0,0,0.01,0,20.0,7.0,0,0,0,1
0,6.0,6.0,0,25.0,6.0,0,6.0,19,6.0,0,0.0,6.0,0,5.0,6.0,0,0.6,1,25.0,6.0,0,0,0,0
0,10.0,3.0,1,10.0,4.0,0,10.0,126,10.0,1,15.0,10.0,0,10.0,4.0,0,-0.51,0,20.0,2.0,0,1,1,0
0,7.5,5.0,1,25.0,2.0,0,7.5,226,7.5,1,10.0,7.5,0,7.5,2.0,0,0.01,0,20.0,1.0,0,1,1,0
1,6.400597907324364,3.0,1,20.0,5.0,0,6.0,87,5.0,0,20.0,6.0,0,6.0,8.0,1,0.01,0,20.0,6.0,0,1,0,0
0,6.0,4.0,0,10.0,6.0,1,3.0,149,4.0,0,15.0,7.0,0,6.0,4.0,1,-0.01,0,30.0,4.0,0,1,1,0
0,7.0,0.0,1,14.71,4.0,1,6.0,119,4.0,0,20.59,5.0,0,4.0,2.0,0,0.11,1,14.71,4.0,1,1,1,0
1,4.0,0.0,0,10.0,7.0,1,6.0,124,2.0,0,20.0,8.0,0,6.0,6.400598653030681,0,-0.08,0,25.0,4.0,0,1,1,0
1,3.0,7.0,0,5.0,6.0,0,8.0,135,10.0,1,25.0,6.0,0,2.0,6.400598653030681,0,-0.07,1,20.0,7.0,0,0,1,0
0,10.0,4.0,0,20.0,10.0,1,10.0,126,1.0,0,10.0,10.0,1,10.0,10.0,0,0.12,0,20.0,10.0,0,0,0,0
1,6.400597907324364,3.0,1,20.0,6.190411462160177,1,6.0,138,5.0,0,10.0,6.0,0,6.189995107632094,6.400598653030681,1,0.45,1,20.0,6.0,1,1,1,0
1,5.0,1.0,0,20.0,6.0,0,2.0,126,6.0,0,10.0,6.0,0,7.0,5.0,1,0.05,0,20.0,6.0,0,0,1,0
0,7.0,1.0,0,30.0,9.0,0,7.0,50,6.0,0,10.0,7.0,0,5.0,6.0,0,-0.03,1,15.0,7.0,0,0,0,0
1,2.0,0.0,1,35.0,3.0,1,2.0,4,2.0,0,5.0,3.0,0,2.0,4.0,1,0.24,1,10.0,5.0,1,1,1,0
1,6.400597907324364,4.0,1,50.0,4.0,0,6.0,256,6.0,0,10.0,6.0,0,7.0,6.0,1,0.12,0,20.0,4.0,0,1,0,0
1,6.400597907324364,3.0,1,20.0,6.190411462160177,1,6.0,30,5.0,0,10.0,6.0,0,6.189995107632094,6.400598653030681,1,0.37,1,20.0,6.0,1,1,1,0
0,7.0,2.0,0,60.0,8.0,0,6.0,178,5.0,0,0.0,5.0,0,5.0,7.0,0,0.41,1,10.0,6.0,1,1,0,1
0,7.0,2.0,0,15.0,6.0,0,5.0,82,5.0,0,10.0,7.0,0,10.0,8.0,1,0.62,0,50.0,6.0,0,1,0,1
0,8.0,1.0,0,50.0,9.0,0,6.0,223,6.0,0,10.0,6.0,0,6.0,6.0,1,0.21,0,10.0,5.0,0,1,0,0
0,6.0,3.0,1,33.33,5.0,1,5.0,126,4.0,0,22.22,6.0,0,5.0,5.0,1,0.07,1,11.11,5.0,0,1,1,0
1,2.0,3.0,0,15.38,7.0,0,3.0,135,5.0,0,11.54,4.0,0,4.0,8.0,1,0.2,1,19.23,5.0,1,1,0,0
0,8.0,6.0,1,20.0,4.0,0,8.0,152,5.0,0,20.0,6.0,0,7.0,4.0,0,0.1,0,25.0,2.0,0,1,1,0
1,6.400597907324364,1.0,1,17.0,6.190411462160177,1,6.0,50,5.0,0,5.0,6.0,0,6.189995107632094,6.400598653030681,1,0.42,1,28.0,6.0,1,1,1,0
0,8.0,1.0,1,10.0,5.0,0,3.0,72,6.0,0,20.0,2.0,0,3.0,6.0,1,-0.24,1,25.0,5.0,1,1,0,0
0,10.0,3.0,1,20.0,4.0,0,10.0,126,10.0,1,15.0,10.0,0,10.0,8.0,0,-0.17,0,25.0,5.0,0,1,0,0
0,6.0,3.0,0,30.0,8.0,0,8.0,191,8.0,1,5.0,6.0,0,4.0,7.0,0,0.4,1,20.0,7.0,0,0,0,1
0,6.0,3.0,0,10.0,8.0,1,7.0,236,1.0,0,20.0,5.0,1,6.0,9.0,0,0.31,0,20.0,8.0,1,0,0,1
0,8.0,1.0,1,20.0,5.0,0,6.0,19,5.0,0,10.0,8.0,0,8.0,8.0,0,0.64,0,30.0,8.0,0,0,0,0
1,4.0,5.0,0,35.0,9.0,0,6.0,89,5.0,0,8.0,4.0,1,5.0,9.0,0,0.01,1,5.0,9.0,1,0,0,0
1,5.0,2.0,0,10.0,7.0,1,4.0,30,3.0,0,20.0,5.0,0,5.0,8.0,1,0.31,1,20.0,8.0,1,0,0,0
0,6.0,10.0,0,75.0,7.0,0,6.0,161,8.0,1,5.0,6.0,0,6.0,7.0,1,-0.19,0,5.0,9.0,0,0,0,0
0,6.0,3.0,1,15.0,3.0,0,6.0,209,5.0,0,15.0,5.0,0,7.0,4.0,0,0.11,0,15.0,2.0,1,1,1,0
0,7.0,2.0,0,25.0,6.0,0,6.0,26,5.0,0,10.0,7.0,0,6.0,8.0,1,0.61,0,20.0,5.0,0,1,0,0
0,8.0,0.0,1,30.0,5.0,1,2.0,73,2.0,0,5.0,5.0,0,4.0,5.0,1,0.0,1,30.0,5.0,1,1,1,0
0,7.0,6.0,0,20.0,8.0,1,3.0,100,3.0,0,13.0,6.0,0,2.0,5.0,1,0.31,1,22.0,4.0,0,1,1,0
0,7.0,7.0,1,20.0,4.0,0,7.0,126,6.0,0,10.0,6.0,0,6.0,5.0,0,0.41,0,20.0,7.0,0,0,1,0
0,8.0,10.0,0,7.0,7.0,0,7.0,72,6.0,0,13.0,8.0,0,8.0,8.0,0,0.1,0,20.0,6.0,0,1,0,1
0,8.0,2.0,0,40.0,8.0,0,5.0,77,5.0,0,15.0,8.0,0,8.0,7.0,1,0.08,0,15.0,8.0,0,0,0,0
0,6.0,0.0,0,25.0,7.0,0,6.0,168,6.0,0,0.0,5.0,0,3.0,6.0,0,-0.18,1,25.0,6.0,1,1,0,0
0,10.0,3.0,1,17.31,3.0,0,8.0,135,7.0,1,13.46,8.0,1,10.0,9.0,0,-0.4,0,17.31,5.0,0,1,0,0
0,10.0,8.0,1,16.0,2.0,0,10.0,2,7.0,1,16.0,10.0,0,10.0,6.0,0,0.05,0,18.0,6.0,0,0,0,0
0,8.0,4.0,0,20.0,8.0,0,6.0,30,6.0,0,10.0,7.0,1,7.0,9.0,0,0.2,0,35.0,8.0,0,0,0,1
0,7.0,3.0,0,19.44,7.0,0,6.0,109,7.0,1,11.11,4.0,0,2.0,6.0,0,0.48,1,22.22,7.0,1,0,0,0
0,9.0,2.0,1,40.0,4.0,0,6.0,191,6.0,0,10.0,7.0,0,7.0,7.0,0,0.33,0,10.0,5.0,0,1,0,0
0,8.0,6.0,1,20.0,5.0,0,8.0,152,5.0,0,10.0,7.0,0,7.0,7.0,0,-0.2,0,20.0,2.0,0,1,0,0
0,8.0,3.0,1,40.0,2.0,0,6.0,39,5.0,0,11.845930415807977,6.0,0,4.0,2.0,1,-0.46,1,30.0,1.0,0,1,1,0
0,8.0,3.0,0,20.0,9.0,0,5.0,28,6.0,0,10.0,6.0,0,4.0,4.0,1,0.22,1,20.0,3.0,0,1,1,0
1,5.0,6.0,0,15.0,8.0,0,5.0,135,7.0,1,15.0,5.0,0,3.0,6.0,1,0.47,1,15.0,9.0,1,0,0,0
1,4.0,0.0,1,20.0,1.0,1,4.0,61,4.0,0,5.0,5.0,0,6.0,1.0,1,0.05,0,20.0,1.0,1,1,1,0
1,5.0,6.0,0,25.0,6.0,0,4.0,109,8.0,1,10.0,7.0,0,7.0,6.0,1,0.53,0,20.0,0.0,0,1,0,1
0,8.0,1.0,0,15.0,8.0,0,7.0,135,7.0,1,15.0,6.0,1,6.0,10.0,0,-0.11,0,15.0,6.0,0,0,0,0
0,9.0,4.0,0,9.52,6.0,0,7.0,179,7.0,1,23.81,7.0,0,4.0,2.0,0,0.65,1,23.81,4.0,0,1,1,0
1,5.0,2.0,0,20.0,6.0,0,7.0,221,6.0,0,10.0,9.0,0,9.0,6.0,0,0.43,0,30.0,8.0,0,0,0,0
0,7.0,9.0,0,17.0,8.0,0,8.0,69,8.0,1,18.0,6.0,0,5.0,8.0,0,0.38,1,18.0,7.0,0,0,0,1
1,5.0,1.0,0,20.0,6.0,1,6.0,152,1.0,0,10.0,4.0,0,3.0,5.0,1,0.1,1,18.0,6.0,1,1,1,0
0,7.0,3.0,1,30.0,4.0,0,6.0,178,8.0,1,5.0,8.0,0,8.0,4.0,0,-0.24,0,30.0,3.0,0,1,1,0
0,6.0,0.0,1,20.0,2.0,0,5.0,4,6.0,0,20.0,6.0,0,7.0,4.0,1,0.73,0,20.0,1.0,0,1,1,0
1,5.0,5.0,0,15.0,7.0,0,2.0,135,6.0,0,15.0,6.0,1,2.0,9.0,1,0.41,1,15.0,2.0,0,1,0,0
